ApplicationDate,Age,AnnualIncome,CreditScore,EducationLevel,Experience,LoanAmount,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,MonthlyIncome,NetWorth,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
26-05-2045,30,57130,601,Bachelor,8,13502,Rent,573,0.541331591,0.686692509,Auto,11724,1293,88386,4760.833333,75648,0.277043009,340.6791327,0.191915799,0,54
27-05-2045,29,15818,593,High School,6,16538,Rent,379,0.219953274,0.561096423,Home,9835,2081,11916,1318.166667,4586,0.24726059,482.7597497,0.65375629,0,60
28-05-2045,49,36007,631,Associate,27,29751,Mortgage,463,0.333874831,0.596814558,Home,1269,675,49282,3000.583333,38796,0.205476833,1113.97354,0.525555655,0,62
29-05-2045,51,73998,600,High School,29,20486,Rent,250,0.226239203,0.245211839,Auto,4865,276,678900,6166.5,622068,0.249916593,551.7301672,0.130013811,1,32.8
30-05-2045,50,59027,607,High School,31,44772,Rent,334,0.242133364,0.289776956,Home,5086,8669,32550,4918.916667,18801,0.199148111,1184.062949,0.308617334,0,49
31-05-2045,24,30657,567,High School,4,7106,Rent,503,0.212488901,0.419550796,Home,9312,7111,56024,1350.083333,7743,0.225911853,226.1690833,0.540091908,0,57
01-06-2045,34,15000,609,Associate,12,17903,Mortgage,791,0.189124774,0.174807814,Debt Consolidation,2842,1470,61347,1250,8654,0.224706443,499.2639878,1.03221119,0,51
02-06-2045,49,26392,645,Associate,31,22709,Mortgage,468,0.091857047,0.440131322,Auto,5541,2982,318831,2199.333333,305089,0.25435673,555.5150518,0.465375137,0,48
03-06-2045,40,15000,583,High School,16,22047,Rent,358,0.25474838,0.03301329,Auto,9226,973,15261,1250,10572,0.225664101,497.8419279,0.684673542,0,52
04-06-2045,27,49874,565,Associate,7,12547,Mortgage,397,0.229957451,0.176724039,Debt Consolidation,2713,1649,61357,4156.166667,47426,0.208019787,338.0423656,0.176855844,0,54
05-06-2045,45,42111,615,Associate,21,13377,Other,258,0.113311904,0.213731968,Home,680,829,72784,3509.25,8481,0.212807433,505.9096503,0.217684591,0,49
06-06-2045,31,30910,529,Associate,7,93690,Rent,135,0.414474989,0.155817816,Home,2760,301,25852,2575.833333,21132,0.381731261,3211.74956,1.299288085,0,56
07-06-2045,61,76107,577,High School,40,54349,Own,703,0.127276767,0.211502124,Education,532,2050,369775,6342.25,362358,0.274915096,2233.165608,0.462953307,0,47
08-06-2045,58,108990,624,Bachelor,33,22728,Own,468,0.470702226,0.21549464,Home,1506,523,15040,9082.5,10569,0.307346284,611.5194145,0.118857078,0,49
09-06-2045,47,58032,627,High School,23,46337,Rent,295,0.043067951,0.115747627,Education,5936,364,10052,4836,8693,0.255894103,1190.383869,0.307151338,0,49
10-06-2045,56,47058,570,Associate,34,8905,Own,582,0.195444017,0.361468414,Home,6948,1068,123240,3921.5,117778,0.232471789,215.5178749,0.203370617,0,52
11-06-2045,40,35675,615,Master,18,10286,Rent,266,0.087795478,0.503368754,Other,7036,1297,133671,2972.916667,106929,0.232176333,265.9335185,0.178926481,0,53
12-06-2045,49,33931,616,Associate,24,11376,Mortgage,399,0.144697134,0.213433446,Education,4934,207,48007,2827.583333,16927,0.225855688,289.802204,0.243601027,0,49
13-06-2045,57,61220,552,Associate,34,24202,Rent,452,0.505424255,0.238225644,Home,3629,1256,105638,5101.666667,99138,0.192797305,890.5756345,0.263164123,1,40.8
14-06-2045,42,87228,625,High School,17,23629,Own,328,0.585878175,0.054198152,Home,3266,5851,493650,7269,456482,0.206461033,885.9364581,0.167001851,1,32.8
15-06-2045,36,23041,535,Bachelor,18,30115,Mortgage,628,0.259712307,0.608883182,Debt Consolidation,1057,3260,80254,1920.083333,1249,0.218458012,2816.36033,1.793859814,0,68
16-06-2045,19,23477,570,Master,0,12897,Own,301,0.162187916,0.478481363,Debt Consolidation,4810,1670,124738,1956.416667,113434,0.181278981,644.6684282,0.4833676,0,53
17-06-2045,39,45937,596,High School,20,40119,Own,443,0.358186195,0.228259807,Home,660,294,31269,3828.083333,3749,0.264755032,1117.298049,0.407592498,0,54
18-06-2045,49,15000,577,Associate,27,41808,Rent,460,0.368713778,0.351769881,Auto,14133,2823,18471,1250,15376,0.244385716,1373.174013,1.466539211,0,62
19-06-2045,51,63886,594,Bachelor,27,11481,Rent,275,0.313254581,0.289170714,Other,499,2133,48951,5323.833333,22876,0.191817743,421.9036684,0.130902608,1,41.6
20-06-2045,46,88833,514,High School,20,19727,Mortgage,485,0.092036891,0.493229168,Education,915,2580,122274,7402.75,87202,0.279588565,516.1869323,0.135245271,1,41.6
21-06-2045,33,247516,658,Doctorate,12,23297,Rent,584,0.489942144,0.299080626,Debt Consolidation,3026,3796,307881,20626.33333,272665,0.190717688,605.2573908,0.057657237,1,31.2
22-06-2045,18,39864,566,Associate,0,21571,Mortgage,1299,0.078524671,0.130669259,Auto,5583,3340,47547,3322,6349,0.218045959,821.627285,0.638358605,0,50
23-06-2045,34,80261,580,High School,12,16114,Mortgage,366,0.165214474,0.1993659,Auto,10786,464,11250,6688.416667,5895,0.233225541,457.252465,0.123086301,0,54
24-06-2045,36,39752,582,Associate,15,21279,Rent,466,0.123651224,0.304680867,Other,6244,630,27364,3312.666667,9067,0.21868291,532.9965555,0.301568693,0,54
25-06-2045,36,121934,531,Associate,12,35437,Mortgage,534,0.425989602,0.376229354,Home,3953,516,52046,10161.16667,23978,0.248360234,1036.718918,0.154580568,1,42.4
26-06-2045,47,42015,565,Associate,25,14551,Rent,426,0.383552023,0.400150857,Auto,1766,1126,34873,3501.25,18541,0.233856768,413.4302614,0.239751592,0,58
27-06-2045,63,83523,650,Bachelor,40,34632,Rent,490,0.156456522,0.265048027,Auto,2226,1385,13603,6960.25,9201,0.185740115,1027.732131,0.218057129,0,44
28-06-2045,41,67957,578,Associate,17,7656,Own,1504,0.228477609,0.23990329,Education,23468,1705,25173,5663.083333,9222,0.213588303,208.6688866,0.302426926,1,41.6
29-06-2045,37,62442,625,Associate,15,24518,Mortgage,361,0.295779265,0.33497374,Home,3701,837,63805,5203.5,33849,0.222726684,939.815569,0.249988579,0,52
30-06-2045,36,28926,586,Associate,15,41043,Rent,214,0.513674504,0.054928022,Home,2918,1939,60005,2410.5,41319,0.295915327,1162.289328,0.570955954,0,53
01-07-2045,41,26537,597,Bachelor,19,30803,Mortgage,480,0.197036502,0.482070236,Education,3673,871,71731,2211.416667,40626,0.203939597,822.8579434,0.58915082,0,59
02-07-2045,30,82949,533,Associate,9,18410,Own,889,0.139858641,0.417418972,Home,6245,1107,43473,6912.416667,40671,0.243894093,489.038159,0.199356929,0,54
03-07-2045,41,55602,603,High School,18,19820,Other,800,0.548932665,0.26988418,Education,1535,507,126284,4633.5,92863,0.229082983,557.6913918,0.293016379,0,51
04-07-2045,45,44725,483,Associate,21,5531,Mortgage,590,0.262182611,0.14501983,Auto,11811,1826,140103,3727.083333,67691,0.277388603,228.0023887,0.219475208,0,49
05-07-2045,42,74797,531,High School,22,22314,Mortgage,1000,0.147719194,0.2116511,Debt Consolidation,2244,126,21342,6233.083333,1343,0.336874639,649.8579689,0.264693713,0,51
06-07-2045,45,104100,535,Master,26,22610,Mortgage,242,0.144320797,0.097522485,Home,2008,3442,62304,8675,42547,0.226248492,1179.953491,0.163913947,1,38.4
07-07-2045,45,63627,561,Associate,22,14385,Rent,284,0.146494955,0.12763818,Debt Consolidation,2054,355,12637,5302.25,2408,0.183108,424.899172,0.133697802,1,41.6
08-07-2045,18,50153,546,High School,0,29625,Mortgage,268,0.323260372,0.085910206,Auto,13945,613,20916,4179.416667,18109,0.267710226,900.5590626,0.279598603,0,56
09-07-2045,47,37444,656,Doctorate,24,15792,Mortgage,582,0.492140443,0.557577996,Home,15253,867,121344,3120.333333,98645,0.145613292,544.0485374,0.360874438,1,41.6
10-07-2045,31,44518,427,High School,8,79839,Mortgage,429,0.260910424,0.149944072,Debt Consolidation,4144,530,167230,3709.833333,149704,0.357626695,2872.606537,0.88996088,0,50
11-07-2045,26,16615,583,Bachelor,8,15690,Mortgage,341,0.160078744,0.327392008,Debt Consolidation,2702,819,82749,1384.583333,66953,0.225078416,498.6662913,0.606439693,0,54
12-07-2045,26,57518,432,Bachelor,2,20459,Rent,545,0.206371648,0.214743084,Home,23760,629,73483,4793.166667,69576,0.322842867,645.9304124,0.248464219,0,50
13-07-2045,45,54448,475,Associate,25,9605,Rent,318,0.367270057,0.265835671,Home,2956,185,33555,4537.333333,3378,0.289519327,282.5000804,0.132346477,0,53
14-07-2045,37,29344,458,Associate,15,14285,Rent,226,0.143625008,0.087035636,Auto,1200,932,56087,2445.333333,48566,0.320582364,531.586132,0.309808942,0,52
15-07-2045,19,49910,609,Master,0,19908,Mortgage,243,0.296609241,0.11016885,Debt Consolidation,2082,2467,278114,4159.166667,256397,0.224732279,505.81826,0.180040455,1,33.6
16-07-2045,45,59599,596,Associate,24,15075,Mortgage,168,0.635277334,0.184622182,Home,184,2205,43943,4966.583333,19516,0.250490606,364.893613,0.107295816,0,55
17-07-2045,22,23216,602,Associate,0,12696,Mortgage,701,0.211898134,0.178621424,Other,3471,262,198830,1934.666667,171930,0.191192328,466.1505478,0.603282502,0,49
18-07-2045,41,83708,540,Associate,18,42251,Other,185,0.202662878,0.060891542,Home,1798,4715,34757,6975.666667,20705,0.322197403,1332.152692,0.217492143,0,52
19-07-2045,42,57225,587,High School,18,17583,Mortgage,582,0.365035158,0.515296214,Home,5868,2111,7979,4768.75,7227,0.233191962,455.6649945,0.217596853,0,59
20-07-2045,50,15531,626,Associate,27,24169,Mortgage,391,0.022295483,0.09249597,Auto,865,1122,76534,1294.25,1380,0.205550915,905.0570467,1.001396211,0,51
21-07-2045,61,62358,647,High School,37,17623,Rent,1008,0.622707769,0.27065252,Debt Consolidation,4441,622,136510,5196.5,114030,0.187052344,885.8292751,0.364443236,0,47
22-07-2045,23,90803,447,High School,0,58012,Own,223,0.220245325,0.293901036,Auto,3618,1406,10893,7566.916667,5893,0.311755018,1918.986975,0.283072626,0,57
23-07-2045,39,45834,586,Bachelor,16,11772,Rent,90,0.147208319,0.229054681,Home,1838,1176,83296,3819.5,80249,0.225394633,374.3458075,0.121572407,1,40
24-07-2045,36,27937,587,Associate,11,62249,Rent,372,0.051011996,0.370069804,Debt Consolidation,24075,711,65115,2328.083333,33181,0.247166405,3313.480278,1.583053418,0,55
25-07-2045,45,35610,587,High School,22,46240,Mortgage,212,0.335715642,0.122849921,Education,4850,6352,232682,2967.5,197213,0.2267372,1294.873836,0.507792362,0,47
26-07-2045,42,32844,549,High School,15,13346,Mortgage,170,0.135608777,0.074814027,Education,2844,1468,40307,2737,17291,0.2035415,681.566584,0.311131379,0,50
27-07-2045,35,19572,603,High School,11,22150,Mortgage,285,0.326042271,0.417248558,Education,3099,569,58970,1631,27516,0.233569372,714.278772,0.612678585,0,55
28-07-2045,34,105312,562,Associate,14,9781,Own,639,0.209691916,0.342821056,Debt Consolidation,1424,2366,118058,8776,102785,0.1950248,231.4704295,0.099187606,1,40
29-07-2045,26,71910,546,Associate,4,11775,Other,2093,0.307142668,0.45854524,Home,6461,1770,106731,5992.5,95731,0.2285226,330.9440701,0.404496299,0,63
30-07-2045,51,93556,528,High School,28,25062,Rent,1096,0.62231043,0.16959465,Auto,2134,1812,26267,7796.333333,7446,0.303437436,679.5357464,0.227739845,0,51
31-07-2045,45,22960,616,Bachelor,22,27251,Own,603,0.05065862,0.087228491,Home,1764,1554,103006,1913.333333,79754,0.235898167,777.4812148,0.721505861,0,56
01-08-2045,51,51876,627,High School,27,15559,Rent,163,0.194360092,0.09478631,Home,902,2481,100795,4323,94222,0.169157245,554.0684225,0.165872871,1,35.2
02-08-2045,36,86373,566,High School,12,25981,Mortgage,489,0.322173354,0.498309541,Home,4403,2179,100500,7197.75,93603,0.222416643,995.4772606,0.206241848,0,65
03-08-2045,32,33093,536,Doctorate,12,18992,Mortgage,356,0.541557647,0.080239646,Debt Consolidation,1474,1760,101659,2757.75,84103,0.221128698,525.7578981,0.319738155,0,59
04-08-2045,27,37060,589,Associate,2,29202,Mortgage,407,0.596653163,0.327308675,Debt Consolidation,1552,1224,35930,3088.333333,4792,0.267772678,887.8092174,0.419258246,0,62
05-08-2045,44,20315,602,High School,22,33150,Mortgage,741,0.207096312,0.378142399,Debt Consolidation,1033,845,104914,1692.916667,83443,0.217576112,1261.860458,1.183082722,0,51
06-08-2045,27,83046,517,Master,6,22327,Rent,326,0.219983538,0.515821205,Debt Consolidation,1267,385,56712,6920.5,40804,0.228724105,627.7730437,0.137818517,1,48
07-08-2045,62,46772,566,High School,41,32098,Other,291,0.149329261,0.107605996,Home,6856,6889,27935,3897.666667,4475,0.264529874,969.655846,0.323438599,0,50
08-08-2045,24,36768,598,Master,0,33219,Mortgage,528,0.243227908,0.364470615,Home,4136,814,118639,3064,117062,0.225847136,3118.467358,1.190100313,0,55
09-08-2045,43,23314,550,High School,21,28477,Rent,678,0.119193356,0.15675018,Other,3239,478,46946,1942.833333,29351,0.27671113,881.0131452,0.80244307,0,52
10-08-2045,58,149456,639,Master,37,17227,Mortgage,485,0.589931171,0.31655179,Education,470,1387,51719,12454.66667,48913,0.191950874,633.1737428,0.0897795,1,42.4
11-08-2045,47,42585,547,High School,25,13984,Mortgage,219,0.283030228,0.423861933,Home,4223,1901,141638,3548.75,128130,0.247898687,744.8738101,0.271609386,0,57
12-08-2045,42,94771,632,Master,23,16012,Other,172,0.664196212,0.164119125,Debt Consolidation,1573,3476,98233,7897.583333,86530,0.225549657,380.6019759,0.069971022,1,40
13-08-2045,28,90504,445,Bachelor,7,39448,Mortgage,757,0.197749173,0.249931547,Other,842,707,42185,3865.583333,25067,0.340723311,1160.38721,0.496014972,0,64
14-08-2045,23,24816,607,High School,3,24594,Mortgage,462,0.395088832,0.485856294,Home,1462,1139,42132,2068,20667,0.186525788,897.2039449,0.657255293,0,55
15-08-2045,49,24438,596,Master,27,14188,Mortgage,175,0.153116692,0.369120267,Other,3814,546,28130,2036.5,17786,0.212243845,730.6242601,0.44469642,0,63
16-08-2045,58,42046,487,Associate,34,36842,Mortgage,315,0.186549422,0.252999964,Other,8530,3330,91467,3503.833333,53224,0.279322038,1059.720447,0.392347557,0,50
17-08-2045,34,91352,605,Bachelor,10,39051,Mortgage,522,0.342615339,0.507252612,Other,11477,1216,94697,7612.666667,77918,0.166652713,3555.43641,0.535612104,1,41.6
18-08-2045,26,15000,564,Bachelor,1,17540,Other,461,0.459772113,0.319658468,Auto,1111,1200,40759,1250,39207,0.235457626,683.9679051,0.915974324,0,60
19-08-2045,18,129757,454,Bachelor,0,17718,Own,615,0.239437241,0.524641217,Home,444,2794,16600,10813.08333,2833,0.323104192,497.5844993,0.102892437,0,59
20-08-2045,28,66983,524,Associate,7,62958,Own,198,0.113190943,0.085331812,Home,7207,1533,42468,5581.916667,27517,0.309364771,2301.284752,0.447746697,0,61
21-08-2045,38,60126,627,Master,15,13773,Mortgage,543,0.140133728,0.128742943,Home,6730,2362,30448,5010.5,20187,0.203175238,703.1261524,0.248702954,1,36.8
22-08-2045,59,55630,597,Bachelor,37,66413,Mortgage,202,0.074084749,0.121864422,Debt Consolidation,1718,136,38031,4635.833333,9913,0.241941423,2172.319891,0.512166793,0,49
23-08-2045,48,77982,634,High School,30,12420,Mortgage,323,0.415151775,0.116316518,Auto,7547,794,26157,6498.5,10631,0.168336,275.1450233,0.092043552,1,38.4
24-08-2045,43,21595,567,High School,23,21982,Own,496,0.100569977,0.323470803,Debt Consolidation,1610,816,33497,1799.583333,10147,0.230250024,565.7754024,0.5900118,0,55
25-08-2045,35,66620,631,Bachelor,13,11077,Mortgage,513,0.080267476,0.241446665,Auto,9935,1155,41988,5551.666667,6950,0.195268144,262.2959948,0.139651035,1,41.6
26-08-2045,33,60929,617,Master,11,11612,Own,169,0.246964325,0.243179292,Home,852,781,154595,5077.416667,121910,0.22254398,322.3926489,0.096780052,1,43.2
27-08-2045,56,176243,604,Bachelor,32,9706,Rent,322,0.067358843,0.403871858,Debt Consolidation,782,710,9893,14686.91667,5439,0.189202392,289.802192,0.041656272,1,40
28-08-2045,42,38769,598,High School,19,27152,Other,237,0.319279563,0.447722338,Debt Consolidation,3767,1075,229739,3230.75,219646,0.283723029,718.1688364,0.295649257,0,53
29-08-2045,18,38987,582,High School,0,26384,Own,228,0.134251055,0.197568449,Debt Consolidation,2317,1024,37546,3248.916667,24389,0.267118359,647.3553819,0.269429927,0,50
30-08-2045,31,52604,635,Bachelor,7,12149,Rent,365,0.159201137,0.241909761,Education,791,1812,43930,4383.666667,27463,0.211805519,329.9063847,0.158521721,0,51
31-08-2045,29,46396,492,High School,6,15173,Rent,332,0.418912445,0.098987899,Debt Consolidation,3546,451,302388,2022.5,273234,0.24449187,498.4430426,0.410602246,0,46
01-09-2045,33,99545,572,Associate,9,26613,Rent,672,0.238700934,0.323379139,Debt Consolidation,1262,1884,4857,8295.416667,2288,0.184549582,968.2084618,0.197724663,1,42.4
02-09-2045,46,30451,525,Bachelor,21,13885,Mortgage,487,0.108430354,0.272506977,Other,1461,817,28739,2537.583333,1108,0.174908524,1269.614645,0.692239195,0,55
03-09-2045,38,17357,576,High School,16,22538,Mortgage,826,0.43113181,0.129761786,Other,11572,225,120827,1446.416667,96436,0.192426368,676.7779474,1.038966144,0,57
04-09-2045,39,50681,436,Associate,14,24950,Mortgage,536,0.171405044,0.039932664,Auto,654,2150,12223,4223.416667,10746,0.299211803,1058.090009,0.377440858,0,50
05-09-2045,55,36776,506,Associate,34,13216,Mortgage,388,0.171077003,0.567882065,Home,1855,528,112894,3064.666667,67323,0.215261824,412.9921742,0.261363555,0,56
06-09-2045,31,52245,602,Associate,10,27697,Mortgage,479,0.152204544,0.435876884,Home,1643,3327,128667,4353.75,64303,0.231386099,1074.145124,0.356737324,0,62
07-09-2045,62,98998,482,Bachelor,39,41684,Mortgage,509,0.516834756,0.142347374,Education,4288,559,134213,8249.833333,103739,0.276987568,4016.614627,0.548570431,0,47
08-09-2045,31,46357,609,Bachelor,9,32054,Rent,231,0.21059769,0.821622139,Debt Consolidation,727,2759,16914,3863.083333,14063,0.194585921,1622.948689,0.479914237,0,68
09-09-2045,41,52458,500,Bachelor,18,19781,Own,376,0.013773599,0.052130525,Home,3040,532,269670,4371.5,248257,0.24932408,1879.420619,0.515937463,0,49
10-09-2045,36,15000,598,High School,10,23680,Rent,615,0.089780925,0.020034836,Education,472,744,41482,1250,19611,0.249991966,552.967002,0.934373602,0,60
11-09-2045,41,84613,650,Master,18,26307,Rent,563,0.025417117,0.219722514,Home,18824,3507,37383,7051.083333,9467,0.179236376,1312.382916,0.265970891,1,35.2
12-09-2045,45,63075,570,Bachelor,22,16572,Other,1079,0.27831072,0.442088648,Auto,13507,1574,434802,5256.25,381569,0.232663161,401.2726036,0.281621423,1,40
13-09-2045,45,171555,648,Master,24,8538,Mortgage,185,0.2753038,0.386501786,Auto,786,814,40217,14296.25,18737,0.173720299,305.9861734,0.034343704,1,41.6
14-09-2045,30,122828,623,Doctorate,11,43716,Mortgage,252,0.038641572,0.276436015,Home,1829,569,11732,10235.66667,7878,0.222624229,1675.474548,0.188309625,0,52
15-09-2045,26,17037,535,Associate,4,15216,Own,700,0.397951001,0.270765171,Auto,3269,2519,5957,1419.75,10234,0.229445858,796.4936693,1.054054354,0,54
16-09-2045,70,113277,671,Master,45,61521,Own,466,0.40736714,0.122412087,Debt Consolidation,2118,7371,134904,9439.75,118577,0.219565669,1936.835064,0.254544354,0,40
17-09-2045,34,19993,615,Associate,12,23968,Mortgage,254,0.096046764,0.228234636,Other,1635,1346,201354,1666.083333,188325,0.226528764,763.6585225,0.610808897,0,46
18-09-2045,48,92213,573,High School,25,11873,Mortgage,307,0.331997321,0.324625333,Debt Consolidation,5800,168,47956,7684.416667,8253,0.183349266,431.2348752,0.096069085,1,44
19-09-2045,20,85220,453,High School,0,22251,Other,288,0.232162276,0.17816301,Auto,22431,1959,24390,7101.666667,19384,0.273960173,684.7180879,0.136970395,1,39.2
20-09-2045,36,139145,617,Associate,11,14513,Mortgage,157,0.065317554,0.213938342,Auto,2348,2785,178239,11595.41667,173205,0.175611996,422.9988668,0.050019666,1,33.6
21-09-2045,38,40653,560,Bachelor,15,17285,Mortgage,319,0.596805373,0.403861524,Home,2485,8688,33086,3387.75,4215,0.337906978,504.7506882,0.24315569,0,58
22-09-2045,45,94334,642,Doctorate,22,30239,Rent,757,0.457333106,0.24245704,Home,5503,283,27958,7861.166667,7868,0.250223178,765.8301019,0.193715534,0,49
23-09-2045,18,92094,565,Bachelor,0,72738,Mortgage,481,0.298794984,0.121915284,Auto,34785,2281,97152,7674.5,76769,0.300686325,3090.577747,0.465382467,0,61
